phylum	genus	date	pmid
Proteobacteria	Escherichia	1998-12	10099463
Proteobacteria	Escherichia	1998-11	10099428
Proteobacteria	Escherichia	1998-10	10099404
Proteobacteria	Escherichia	1998-09	10099387
Proteobacteria	Escherichia	1998-08	10099353
Proteobacteria	Escherichia	1998-08	10099351
Proteobacteria	Escherichia	1998-07	10099335
Proteobacteria	Escherichia	1998-06	10099300
Proteobacteria	Escherichia	1998-06	10099290
Proteobacteria	Escherichia	1998-04	10099265
Proteobacteria	Escherichia	1998-03	10099242
Proteobacteria	Escherichia	1998-03	10099231
Proteobacteria	Escherichia	1998-01	10099199
Proteobacteria	Escherichia	1998-01	10099180
Proteobacteria	Escherichia	1998-01	10099178
Proteobacteria	Escherichia	1999-03	10100850
Proteobacteria	Escherichia	1999-03	10098689
Proteobacteria	Escherichia	1998-12	10098454
Proteobacteria	Escherichia	1999-03	10097085
Proteobacteria	Escherichia	1999-03	10097076
Proteobacteria	Escherichia	1999-03	10097071
Proteobacteria	Escherichia	1999-01	10096132
Proteobacteria	Escherichia	1999-02	10096092
Proteobacteria	Escherichia	1999-02	10096090
Proteobacteria	Escherichia	1999-02	10096086
Proteobacteria	Escherichia	1999-03	10095794
Proteobacteria	Escherichia	1999-03	10095780
Proteobacteria	Escherichia	1999-03	10095129
Proteobacteria	Escherichia	1999-03	10095114
Proteobacteria	Escherichia	1999-03	10095067
Proteobacteria	Escherichia	1999-03	10095066
Proteobacteria	Escherichia	1999-03	10095056
Proteobacteria	Escherichia	1999-04	10094715
Proteobacteria	Escherichia	1999-04	10094711
Proteobacteria	Escherichia	1999-04	10094710
Proteobacteria	Escherichia	1999-04	10094703
Proteobacteria	Escherichia	1999-04	10094701
Proteobacteria	Escherichia	1999-04	10094689
Proteobacteria	Escherichia	1999-04	10094685
Proteobacteria	Escherichia	1998-11	10094632
Proteobacteria	Escherichia	1999-03	10094311
Proteobacteria	Escherichia	1999-03	10094309
Proteobacteria	Escherichia	1999-02	10092865
Proteobacteria	Escherichia	1999-02	10092863
Proteobacteria	Escherichia	1999-02	10092858
Proteobacteria	Escherichia	1999-02	10092845
Proteobacteria	Escherichia	1999-04	10092655
Proteobacteria	Escherichia	1999-04	10092526
Proteobacteria	Escherichia	1999-04	10092520
Proteobacteria	Escherichia	1999-04	10092510
Proteobacteria	Escherichia	1999-04	10092498
Proteobacteria	Escherichia	1999-04	10092493
Proteobacteria	Escherichia	1999-04	10092491
Proteobacteria	Escherichia	1999-04	10092486
Proteobacteria	Escherichia	1999-03	10091667
Proteobacteria	Escherichia	1999-03	10090994
Proteobacteria	Escherichia	1999-03	10091994
Proteobacteria	Escherichia	1999-03	10091990
Proteobacteria	Escherichia	1999-02	10091591
Proteobacteria	Escherichia	1999-02	10091325
Proteobacteria	Escherichia	1999-03	10090992
Proteobacteria	Escherichia	1999-03	10090752
Proteobacteria	Escherichia	1999-03	10090748
Proteobacteria	Escherichia	1999-04	10090281
Proteobacteria	Escherichia	1998-11	10089539
Proteobacteria	Escherichia	1998-11	10089536
Proteobacteria	Escherichia	1998-11	10089524
Proteobacteria	Escherichia	1998-11	10089517
Proteobacteria	Escherichia	1999-03	10089472
Proteobacteria	Escherichia	1999-03	10089468
Proteobacteria	Escherichia	1999-03	10089453
Proteobacteria	Escherichia	1999-01	10089447
Proteobacteria	Escherichia	1999-01	10089442
Proteobacteria	Escherichia	1999-01	10089432
Proteobacteria	Escherichia	1999-01	10089431
Proteobacteria	Escherichia	1999-01	10089429
Proteobacteria	Escherichia	1999-01	10089428
Proteobacteria	Escherichia	1999-01	10089419
Proteobacteria	Escherichia	1999-01	10089418
Proteobacteria	Escherichia	1999-02	10089368
Proteobacteria	Escherichia	1999-02	10089365
Proteobacteria	Escherichia	1999-04	10089335
Proteobacteria	Escherichia	1999-04	10089334
Proteobacteria	Escherichia	1999-04	10089160
Proteobacteria	Escherichia	1999-02	10089129
Proteobacteria	Escherichia	1999-03	10087218
Proteobacteria	Escherichia	1999-03	10087201
Proteobacteria	Escherichia	1999-01	10086843
Proteobacteria	Escherichia	1999-04	10085245
Proteobacteria	Escherichia	1999-04	10085243
Proteobacteria	Escherichia	1999-03	10085117
Proteobacteria	Escherichia	1999-03	10085096
Proteobacteria	Escherichia	1999-03	10085074
Proteobacteria	Escherichia	1999-03	10085063
Proteobacteria	Escherichia	1999-04	10085039
Proteobacteria	Escherichia	1999-04	10085006
Proteobacteria	Escherichia	1999-04	10084998
Proteobacteria	Escherichia	1999-03	10084122
Proteobacteria	Escherichia	1999-03	10082947
Proteobacteria	Escherichia	1998-08	10082382
Proteobacteria	Escherichia	1999-02	10081758
Proteobacteria	Escherichia	1999-03	10080927
Proteobacteria	Escherichia	1999-03	10080917
Proteobacteria	Escherichia	1999-03	10080886
Proteobacteria	Escherichia	1999-04	10080843
Proteobacteria	Escherichia	1999-01	10080391
Proteobacteria	Escherichia	1998-11	10079918
Proteobacteria	Escherichia	1999-03	10079526
Proteobacteria	Escherichia	1999-01	10078601
Proteobacteria	Escherichia	1999-01	10077851
Proteobacteria	Escherichia	1999-02	10077848
Proteobacteria	Escherichia	1999-02	10077838
Proteobacteria	Escherichia	1999-02	10077836
Proteobacteria	Escherichia	1999-03	10077537
Proteobacteria	Escherichia	1999-02	10077450
Proteobacteria	Escherichia	1999-02	10076909
Proteobacteria	Escherichia	1999-04	10076001
Proteobacteria	Escherichia	1999-03	10075940
Proteobacteria	Escherichia	1999-03	10075938
Proteobacteria	Escherichia	1999-04	10075913
Proteobacteria	Escherichia	1999-03	10075822
Proteobacteria	Escherichia	1999-03	10075808
Proteobacteria	Escherichia	1999-02	10075431
Proteobacteria	Escherichia	1999-02	10075429
Proteobacteria	Escherichia	1999-02	10075412
Proteobacteria	Escherichia	1999-01	10074715
Proteobacteria	Escherichia	1999-03	10074393
Proteobacteria	Escherichia	1999-03	10074366
Proteobacteria	Escherichia	1999-03	10074069
Proteobacteria	Escherichia	1999-04	10074195
Proteobacteria	Escherichia	1999-04	10074111
Proteobacteria	Escherichia	1999-04	10074108
Proteobacteria	Escherichia	1999-03	10074097
Proteobacteria	Escherichia	1999-03	10074096
Proteobacteria	Escherichia	1999-03	10074083
Proteobacteria	Escherichia	1999-03	10074079
Proteobacteria	Escherichia	1999-03	10074078
Proteobacteria	Escherichia	1999-03	10074070
Proteobacteria	Escherichia	1999-03	10074066
Proteobacteria	Escherichia	1999-03	10074065
Proteobacteria	Escherichia	1999-02	10073721
Proteobacteria	Escherichia	1999-02	10073687
Proteobacteria	Escherichia	1999-03	10072778
Proteobacteria	Escherichia	1999-03	10072775
Proteobacteria	Escherichia	1999-03	10072755
Proteobacteria	Escherichia	1999-01	10071864
Proteobacteria	Escherichia	1999-03	10072395
Proteobacteria	Escherichia	1999-01	10071794
Proteobacteria	Escherichia	1999-01	10071501
Proteobacteria	Escherichia	1999-02	10071227
Proteobacteria	Escherichia	1999-02	10071207
Proteobacteria	Escherichia	1999-02	10071206
Proteobacteria	Escherichia	1999-03	10070721
Proteobacteria	Escherichia	1999-03	10069831
Proteobacteria	Escherichia	1999-01	10068995
Proteobacteria	Escherichia	1999-04	10069858
Proteobacteria	Escherichia	1998-01	10069008
Proteobacteria	Escherichia	1998-01	10069007
Proteobacteria	Escherichia	1998-07	10068799
Proteobacteria	Escherichia	1999-03	10068445
Proteobacteria	Escherichia	1999-01	10068295
Proteobacteria	Escherichia	1998-11	10068036
Proteobacteria	Escherichia	1999-02	10067682
Proteobacteria	Escherichia	1998-01	10067283
Proteobacteria	Escherichia	1998-01	10067282
Proteobacteria	Escherichia	1999-03	10066819
Proteobacteria	Escherichia	1998-02	10066458
Proteobacteria	Escherichia	1999-01	10065712
Proteobacteria	Escherichia	1999-01	10065160
Proteobacteria	Escherichia	1999-01	10065159
Proteobacteria	Escherichia	1999-02	10064901
Proteobacteria	Escherichia	1999-03	10064586
Proteobacteria	Escherichia	1999-01	10064142
Proteobacteria	Escherichia	1999-01	10063806
Proteobacteria	Escherichia	1999-01	10063803
Proteobacteria	Escherichia	1999-02	10063614
Proteobacteria	Escherichia	1999-01	10052144
Proteobacteria	Escherichia	1999-01	10052138
Proteobacteria	Escherichia	1999-01	10052136
Proteobacteria	Escherichia	1999-01	10052128
Proteobacteria	Escherichia	1999-02	10050763
Proteobacteria	Escherichia	1999-02	10050757
Proteobacteria	Escherichia	1998-12	10050321
Proteobacteria	Escherichia	1998-12	10050318
Proteobacteria	Escherichia	1998-12	10050312
Proteobacteria	Escherichia	1999-03	10050032
Proteobacteria	Escherichia	1999-03	10049920
Proteobacteria	Escherichia	1999-03	10049912
Proteobacteria	Escherichia	1999-03	10049880
Proteobacteria	Escherichia	1999-03	10049868
Proteobacteria	Escherichia	1999-03	10049841
Proteobacteria	Escherichia	1999-02	10049741
Proteobacteria	Escherichia	1999-02	10049722
Proteobacteria	Escherichia	1999-02	10049698
Proteobacteria	Escherichia	1999-03	10049680
Proteobacteria	Escherichia	1999-03	10049679
Proteobacteria	Escherichia	1999-03	10049678
Proteobacteria	Escherichia	1999-03	10049672
Proteobacteria	Escherichia	1999-03	10049671
Proteobacteria	Escherichia	1999-03	10049670
Proteobacteria	Escherichia	1999-03	10049495
Proteobacteria	Escherichia	1999-03	10049399
Proteobacteria	Escherichia	1999-03	10049394
Proteobacteria	Escherichia	1999-03	10049393
Proteobacteria	Escherichia	1999-03	10049386
Proteobacteria	Escherichia	1999-03	10049385
Proteobacteria	Escherichia	1999-03	10049378
Proteobacteria	Escherichia	1999-03	10049372
Proteobacteria	Escherichia	1999-03	10049370
Proteobacteria	Escherichia	1999-03	10049298
Proteobacteria	Escherichia	1999-03	10049269
Proteobacteria	Escherichia	1999-03	10049263
Proteobacteria	Escherichia	1999-01	10048958
Proteobacteria	Escherichia	1998-12	10048486
Proteobacteria	Escherichia	1998-12	10048483
Proteobacteria	Escherichia	1998-12	10048480
Proteobacteria	Escherichia	1999-02	10048332
Proteobacteria	Escherichia	1999-02	10048032
Proteobacteria	Escherichia	1999-02	10047504
Proteobacteria	Escherichia	1999-03	10037813
Proteobacteria	Escherichia	1999-03	10037801
Proteobacteria	Escherichia	1998-01	10037217
Proteobacteria	Escherichia	1999-02	10036770
Proteobacteria	Escherichia	1999-02	10036768
Proteobacteria	Escherichia	1999-02	10036137
Proteobacteria	Escherichia	1999-01	10029310
Proteobacteria	Escherichia	1999-01	10029308
Proteobacteria	Escherichia	1999-01	10027987
Proteobacteria	Escherichia	1999-01	10027985
Proteobacteria	Escherichia	1999-01	10027972
Proteobacteria	Escherichia	1999-01	10027967
Proteobacteria	Escherichia	1999-02	10026305
Proteobacteria	Escherichia	1999-02	10026271
Proteobacteria	Escherichia	1999-02	10026269
Proteobacteria	Escherichia	1999-02	10026248
Proteobacteria	Escherichia	1999-02	10026245
Proteobacteria	Escherichia	1999-02	10026220
Proteobacteria	Escherichia	1999-02	10026212
Proteobacteria	Escherichia	1999-01	10025965
Proteobacteria	Escherichia	1999-01	10025954
Proteobacteria	Escherichia	1999-03	10024603
Proteobacteria	Escherichia	1999-03	10024560
Proteobacteria	Escherichia	1999-03	10024535
Proteobacteria	Escherichia	1999-03	10024508
Proteobacteria	Escherichia	1999-02	10024481
Proteobacteria	Escherichia	1999-02	10024478
Proteobacteria	Escherichia	1999-02	10024477
Proteobacteria	Escherichia	1999-02	10024476
Proteobacteria	Escherichia	1999-02	10024475
Proteobacteria	Escherichia	1999-02	10024473
Proteobacteria	Escherichia	1999-02	10024470
Proteobacteria	Escherichia	1999-02	10024468
Proteobacteria	Escherichia	1999-02	10024467
Proteobacteria	Escherichia	1999-02	10024464
Proteobacteria	Escherichia	1999-02	10024447
Proteobacteria	Escherichia	1999-02	10023085
Proteobacteria	Escherichia	1999-02	10023081
Proteobacteria	Escherichia	1999-02	10023058
Proteobacteria	Escherichia	1999-03	10022524
Proteobacteria	Escherichia	1999-02	10022351
Proteobacteria	Escherichia	1999-01	10022383
Proteobacteria	Escherichia	1999-02	9990078
Proteobacteria	Escherichia	1999-02	9990858
Proteobacteria	Escherichia	1998-12	9990325
Proteobacteria	Escherichia	1998-12	9990319
Proteobacteria	Escherichia	1998-12	9990317
Proteobacteria	Escherichia	1999-02	9990077
Proteobacteria	Escherichia	1999-02	9990011
Proteobacteria	Escherichia	1999-01	9989598
Proteobacteria	Escherichia	1999-01	9989261
Proteobacteria	Escherichia	1999-01	9989239
Proteobacteria	Escherichia	1999-01	9989238
Proteobacteria	Escherichia	1999-01	9989225
Proteobacteria	Escherichia	1999-01	9989218
Proteobacteria	Escherichia	1999-03	9986810
Proteobacteria	Escherichia	1999-02	9988755
Proteobacteria	Escherichia	1999-02	9988696
Proteobacteria	Escherichia	1999-02	9988691
Proteobacteria	Escherichia	1998-12	9988484
Proteobacteria	Escherichia	1998-12	9988482
Proteobacteria	Escherichia	1999-01	9988319
Proteobacteria	Escherichia	1999-01	9987174
Proteobacteria	Escherichia	1999-01	9987131
Proteobacteria	Escherichia	1999-01	9987119
Proteobacteria	Escherichia	1999-01	9987110
Proteobacteria	Escherichia	1999-01	9986911
Proteobacteria	Escherichia	1999-03	9973622
Proteobacteria	Escherichia	1999-03	9973617
Proteobacteria	Escherichia	1999-01	9973577
Proteobacteria	Escherichia	1999-02	9973561
Proteobacteria	Escherichia	1999-02	9973365
Proteobacteria	Escherichia	1999-02	9973356
Proteobacteria	Escherichia	1999-02	9973353
Proteobacteria	Escherichia	1999-02	9973351
Proteobacteria	Escherichia	1999-02	9973339
Proteobacteria	Escherichia	1999-02	9973335
Proteobacteria	Escherichia	1999-02	9973334
Proteobacteria	Escherichia	1998-12	9972267
Proteobacteria	Escherichia	1998-12	9972265
Proteobacteria	Escherichia	1998-12	9972264
Proteobacteria	Escherichia	1998-11	9972245
Proteobacteria	Escherichia	1998-11	9972236
Proteobacteria	Escherichia	1999-03	9971798
Proteobacteria	Escherichia	1999-03	9951528
Proteobacteria	Escherichia	1999-03	9951527
Proteobacteria	Escherichia	1999-03	9951522
Proteobacteria	Escherichia	1999-02	9952455
Proteobacteria	Escherichia	1999-02	9952445
Proteobacteria	Escherichia	1999-02	9952443
Proteobacteria	Escherichia	1999-02	9952442
Proteobacteria	Escherichia	1998-12	9951729
Proteobacteria	Escherichia	1998-12	9951700
Proteobacteria	Escherichia	1999-01	9950227
Proteobacteria	Escherichia	1999-01	9949723
Proteobacteria	Escherichia	1999-01	9933744
Proteobacteria	Escherichia	1999-02	9933604
Proteobacteria	Escherichia	1999-02	9933578
Proteobacteria	Escherichia	1999-01	9934856
Proteobacteria	Escherichia	1999-01	9934681
Proteobacteria	Escherichia	1998-12	9934541
Proteobacteria	Escherichia	1999-01	9933946
Proteobacteria	Escherichia	1999-01	9933935
Proteobacteria	Escherichia	1999-01	9933933
Proteobacteria	Escherichia	1999-02	9933628
Proteobacteria	Escherichia	1999-02	9933623
Proteobacteria	Escherichia	1999-02	9933617
Proteobacteria	Escherichia	1999-01	9933525
Proteobacteria	Escherichia	1999-01	9933514
Proteobacteria	Escherichia	1999-01	9933359
Proteobacteria	Escherichia	1999-01	9931511
Proteobacteria	Escherichia	1999-01	9931504
Proteobacteria	Escherichia	1999-01	9931494
Proteobacteria	Escherichia	1999-01	9931486
Proteobacteria	Escherichia	1998-12	9931471
Proteobacteria	Escherichia	1999-01	9931470
Proteobacteria	Escherichia	1998-12	9931456
Proteobacteria	Escherichia	1998-12	9931426
Proteobacteria	Escherichia	1998-12	9931419
Proteobacteria	Escherichia	1999-02	9931298
Proteobacteria	Escherichia	1999-02	9931019
Proteobacteria	Escherichia	1999-01	9930995
Proteobacteria	Escherichia	1999-01	9930993
Proteobacteria	Escherichia	1998-12	9930671
Proteobacteria	Escherichia	1998-01	9930202
Proteobacteria	Escherichia	1998-10	9929736
Proteobacteria	Escherichia	1999-02	9929382
Proteobacteria	Escherichia	1999-01	9929001
Proteobacteria	Escherichia	1999-01	9928998
Proteobacteria	Escherichia	1999-01	9928943
Proteobacteria	Escherichia	1998-01	9928475
Proteobacteria	Escherichia	1998-12	9928087
Proteobacteria	Escherichia	1999-02	9927744
Proteobacteria	Escherichia	1998-01	9927717
Proteobacteria	Escherichia	1999-02	9926414
Proteobacteria	Escherichia	1998-01	9926396
Proteobacteria	Escherichia	1998-11	9926364
Proteobacteria	Escherichia	1999-02	9925778
Proteobacteria	Escherichia	1999-02	9925776
Proteobacteria	Escherichia	1999-02	9925774
Proteobacteria	Escherichia	1999-02	9925617
Proteobacteria	Escherichia	1999-02	9925594
Proteobacteria	Escherichia	1999-02	9925590
Proteobacteria	Escherichia	1999-02	9925580
Proteobacteria	Escherichia	1999-02	9925571
Proteobacteria	Escherichia	1999-02	9925561
Proteobacteria	Escherichia	1999-02	9925554
Proteobacteria	Escherichia	1999-02	9925549
Proteobacteria	Escherichia	1999-02	9925542
Proteobacteria	Escherichia	1999-02	9925524
Proteobacteria	Escherichia	1999-02	9925522
Proteobacteria	Escherichia	1999-01	9925207
Proteobacteria	Escherichia	1998-12	9924987
Proteobacteria	Escherichia	1998-12	9924983
Proteobacteria	Escherichia	1998-12	9924807
Proteobacteria	Escherichia	1998-12	9923744
Proteobacteria	Escherichia	1999-03	9922466
Proteobacteria	Escherichia	1998-12	9922176
Proteobacteria	Escherichia	1999-02	9921154
Proteobacteria	Escherichia	1999-01	9920791
Proteobacteria	Escherichia	1999-02	9922271
Proteobacteria	Escherichia	1999-02	9922260
Proteobacteria	Escherichia	1999-02	9922258
Proteobacteria	Escherichia	1999-02	9922256
Proteobacteria	Escherichia	1999-02	9922253
Proteobacteria	Escherichia	1999-02	9922251
Proteobacteria	Escherichia	1999-02	9922244
Proteobacteria	Escherichia	1999-02	9922239
Proteobacteria	Escherichia	1999-02	9922233
Proteobacteria	Escherichia	1999-02	9922232
Proteobacteria	Escherichia	1998-12	9922131
Proteobacteria	Escherichia	1998-01	9921920
Proteobacteria	Escherichia	1999-02	9920879
Proteobacteria	Escherichia	1999-01	9920733
Proteobacteria	Escherichia	1999-01	9919653
Proteobacteria	Escherichia	1998-11	9920434
Proteobacteria	Escherichia	1998-12	9920405
Proteobacteria	Escherichia	1998-12	9920402
Proteobacteria	Escherichia	1999-01	9919669
Proteobacteria	Escherichia	1999-01	9918874
Proteobacteria	Escherichia	1998-12	9918800
Proteobacteria	Escherichia	1999-02	9918669
Proteobacteria	Escherichia	1998-01	9918492
Proteobacteria	Escherichia	1998-01	9918491
Proteobacteria	Escherichia	1998-01	9918490
Proteobacteria	Escherichia	1999-01	9917392
Proteobacteria	Escherichia	1999-01	9917385
Proteobacteria	Escherichia	1999-02	9916089
Proteobacteria	Escherichia	1999-02	9916076
Proteobacteria	Escherichia	1998-11	9917089
Proteobacteria	Escherichia	1999-02	9916121
Proteobacteria	Escherichia	1999-02	9916112
Proteobacteria	Escherichia	1999-02	9916051
Proteobacteria	Escherichia	1999-02	9916034
Proteobacteria	Escherichia	1999-01	9914519
Proteobacteria	Escherichia	1999-01	9914508
Proteobacteria	Escherichia	1999-01	9914504
Proteobacteria	Escherichia	1999-01	9914478
Proteobacteria	Escherichia	1999-01	9914309
Proteobacteria	Escherichia	1999-02	9895284
Proteobacteria	Escherichia	1999-02	9895280
Proteobacteria	Escherichia	1998-12	9895124
Proteobacteria	Escherichia	1998-12	9894901
Proteobacteria	Escherichia	1998-12	9894807
Proteobacteria	Escherichia	1999-01	9894602
Proteobacteria	Escherichia	1999-01	9894000
Proteobacteria	Escherichia	1998-10	9893021
Proteobacteria	Escherichia	1998-12	9891990
Proteobacteria	Escherichia	1998-12	9891981
Proteobacteria	Escherichia	1998-11	9891428
Proteobacteria	Escherichia	1998-11	9891414
Proteobacteria	Escherichia	1999-02	9890753
Proteobacteria	Escherichia	1999-02	9891075
Proteobacteria	Escherichia	1999-01	9890989
Proteobacteria	Escherichia	1999-01	9890959
Proteobacteria	Escherichia	1999-01	9890949
Proteobacteria	Escherichia	1998-01	9890522
Proteobacteria	Escherichia	1999-02	9889291
Proteobacteria	Escherichia	1999-02	9889272
Proteobacteria	Escherichia	1999-02	9889083
Proteobacteria	Escherichia	1999-01	9888972
Proteobacteria	Escherichia	1999-01	9888804
Proteobacteria	Escherichia	1999-01	9888800
Proteobacteria	Escherichia	1999-01	9888792
Proteobacteria	Escherichia	1999-01	9887307
Proteobacteria	Escherichia	1999-01	9887272
Proteobacteria	Escherichia	1999-01	9886386
Proteobacteria	Escherichia	1998-08	9885186
Proteobacteria	Escherichia	1998-12	9884235
Proteobacteria	Escherichia	1998-12	9884223
Proteobacteria	Escherichia	1999-01	9882686
Proteobacteria	Escherichia	1999-01	9882678
Proteobacteria	Escherichia	1999-01	9882673
Proteobacteria	Escherichia	1999-01	9882670
Proteobacteria	Escherichia	1999-01	9882667
Proteobacteria	Escherichia	1999-01	9882666
Proteobacteria	Escherichia	1999-01	9882665
Proteobacteria	Escherichia	1999-01	9882662
Proteobacteria	Escherichia	1999-01	9882652
Proteobacteria	Escherichia	1999-01	9882650
Proteobacteria	Escherichia	1999-01	9882648
Proteobacteria	Escherichia	1998-12	9882575
Proteobacteria	Escherichia	1998-12	9882574
Proteobacteria	Escherichia	1998-12	9882571
Proteobacteria	Escherichia	1998-12	9882568
Proteobacteria	Escherichia	1998-12	9882566
Proteobacteria	Escherichia	1999-01	9882446
Proteobacteria	Escherichia	1999-01	9882434
Proteobacteria	Escherichia	1999-01	9882426
Proteobacteria	Escherichia	1998-12	9882413
Proteobacteria	Escherichia	1999-02	9882345
Proteobacteria	Escherichia	1998-11	9881162
Proteobacteria	Escherichia	1999-01	9880816
Proteobacteria	Escherichia	1999-01	9880810
Proteobacteria	Escherichia	1999-01	9880796
Proteobacteria	Escherichia	1999-01	9880556
Proteobacteria	Escherichia	1999-01	9880487
Proteobacteria	Escherichia	1998-12	9879926
Proteobacteria	Escherichia	1998-11	9879894
Proteobacteria	Escherichia	1998-11	9879885
Proteobacteria	Escherichia	1998-11	9879884
Proteobacteria	Escherichia	1998-11	9879883
Proteobacteria	Escherichia	1998-11	9879765
Proteobacteria	Escherichia	1998-12	9879658
Proteobacteria	Escherichia	1998-11	9878582
Proteobacteria	Escherichia	1998-12	9878529
Proteobacteria	Escherichia	1998-11	9878453
Proteobacteria	Escherichia	1999-01	9878418
Proteobacteria	Escherichia	1998-12	9878357
Proteobacteria	Escherichia	1998-12	9878353
Proteobacteria	Escherichia	1998-12	9878247
Proteobacteria	Escherichia	1998-11	9876930
Proteobacteria	Escherichia	1999-01	9876171
Proteobacteria	Escherichia	1998-06	9875448
Proteobacteria	Escherichia	1998-06	9875446
Proteobacteria	Escherichia	1998-12	9875219
Proteobacteria	Escherichia	1999-01	9874769
Proteobacteria	Escherichia	1998-12	9874257
Proteobacteria	Escherichia	1998-12	9874254
Proteobacteria	Escherichia	1998-12	9874251
Proteobacteria	Escherichia	1998-12	9874249
Proteobacteria	Escherichia	1998-12	9874227
Proteobacteria	Escherichia	1998-12	9874216
Proteobacteria	Escherichia	1998-12	9874215
Proteobacteria	Escherichia	1998-12	9874211
Proteobacteria	Escherichia	1998-12	9874210
Proteobacteria	Escherichia	1998-12	9874206
Proteobacteria	Escherichia	1999-01	9873033
Proteobacteria	Escherichia	1999-01	9873027
Proteobacteria	Escherichia	1999-01	9872794
Proteobacteria	Escherichia	1998-12	9872316
Proteobacteria	Escherichia	1999-01	27373919
Proteobacteria	Escherichia	1999-01	21374377
Proteobacteria	Escherichia	1999-01	21374375
Proteobacteria	Escherichia	1998-01	9871997
Proteobacteria	Escherichia	1999-02	9871110
Proteobacteria	Escherichia	1999-02	9871104
Proteobacteria	Escherichia	1998-12	9871012
Proteobacteria	Escherichia	1998-11	9870703
Proteobacteria	Escherichia	1998-10	9870584
Proteobacteria	Escherichia	1999-01	9869646
Proteobacteria	Escherichia	1998-12	9869642
Proteobacteria	Escherichia	1999-01	9869582
Proteobacteria	Escherichia	1999-01	9869579
Proteobacteria	Escherichia	1998-12	9869428
Proteobacteria	Escherichia	1998-12	9869423
Proteobacteria	Escherichia	1998-12	9869418
Proteobacteria	Escherichia	1998-12	9869394
Proteobacteria	Escherichia	1998-12	9868788
Proteobacteria	Escherichia	1998-12	9868787
Proteobacteria	Escherichia	1998-12	9868767
Proteobacteria	Escherichia	1999-01	9867856
Proteobacteria	Escherichia	1999-01	9867829
Proteobacteria	Escherichia	1998-12	9866870
Proteobacteria	Escherichia	1998-12	9866869
Proteobacteria	Escherichia	1998-12	9866866
Proteobacteria	Escherichia	1998-11	9866692
Proteobacteria	Escherichia	1998-08	9865495
Proteobacteria	Escherichia	1998-12	9864732
Proteobacteria	Escherichia	1999-01	9864411
Proteobacteria	Escherichia	1999-01	9864350
Proteobacteria	Escherichia	1999-01	9864349
Proteobacteria	Escherichia	1999-01	9864346
Proteobacteria	Escherichia	1999-01	9864341
Proteobacteria	Escherichia	1999-01	9864330
Proteobacteria	Escherichia	1999-01	9864322
Proteobacteria	Escherichia	1999-01	9864314
Proteobacteria	Escherichia	1999-01	9864312
Proteobacteria	Escherichia	1999-01	9864307
Proteobacteria	Escherichia	1999-01	9864238
Proteobacteria	Escherichia	1999-01	9864224
Proteobacteria	Escherichia	1999-01	9864205
Proteobacteria	Escherichia	1999-01	9864199
Proteobacteria	Escherichia	1998-12	9863054
Proteobacteria	Escherichia	1999-01	9862961
Proteobacteria	Escherichia	1998-12	9862805
Proteobacteria	Escherichia	1998-12	9862625
Proteobacteria	Escherichia	1998-11	9862506
Proteobacteria	Escherichia	1998-11	9862500
Proteobacteria	Escherichia	1998-11	9862476
Proteobacteria	Escherichia	1998-11	9862460
Proteobacteria	Escherichia	1998-11	9862450
Proteobacteria	Escherichia	1998-11	9862444
Proteobacteria	Escherichia	1998-10	9862212
Proteobacteria	Escherichia	1998-12	9860830
Proteobacteria	Escherichia	1998-11	9858680
Proteobacteria	Escherichia	1998-11	9860184
Proteobacteria	Escherichia	1998-07	9859642
Proteobacteria	Escherichia	1998-09	9858910
Proteobacteria	Escherichia	1998-12	9858741
Proteobacteria	Escherichia	1998-11	9858738
Proteobacteria	Escherichia	1998-11	9858736
Proteobacteria	Escherichia	1998-11	9858691
Proteobacteria	Escherichia	1998-12	9857018
Proteobacteria	Escherichia	1998-10	9856350
Proteobacteria	Escherichia	1998-08	9854814
Proteobacteria	Escherichia	1998-08	9854813
Proteobacteria	Escherichia	1999-01	9854036
Proteobacteria	Escherichia	1998-12	9849938
Proteobacteria	Escherichia	1998-11	9848232
Proteobacteria	Escherichia	1998-11	9848231
Proteobacteria	Escherichia	1998-11	9848229
Proteobacteria	Escherichia	1998-10	9853688
Proteobacteria	Escherichia	1998-11	9853401
Proteobacteria	Escherichia	1998-11	9853399
Proteobacteria	Escherichia	1998-10	9852946
Proteobacteria	Escherichia	1999-01	9852523
Proteobacteria	Escherichia	1998-12	9852084
Proteobacteria	Escherichia	1998-12	9852044
Proteobacteria	Escherichia	1998-12	9852024
Proteobacteria	Escherichia	1998-12	9852009
Proteobacteria	Escherichia	1998-12	9851999
Proteobacteria	Escherichia	1998-12	9851996
Proteobacteria	Escherichia	1998-12	9851989
Proteobacteria	Escherichia	1998-12	9851832
Proteobacteria	Escherichia	1998-11	9851702
Proteobacteria	Escherichia	1998-10	9851611
Proteobacteria	Escherichia	1998-12	9851048
Proteobacteria	Escherichia	1998-12	9851041
Proteobacteria	Escherichia	1998-12	9851037
Proteobacteria	Escherichia	1998-12	9851036
Proteobacteria	Escherichia	1998-12	9851031
Proteobacteria	Escherichia	1998-10	9850599
Proteobacteria	Escherichia	1998-09	9850565
Proteobacteria	Escherichia	1998-12	9850074
Proteobacteria	Escherichia	1998-11	9848681
Proteobacteria	Escherichia	1998-12	9848650
Proteobacteria	Escherichia	1999-01	9847141
Proteobacteria	Escherichia	1999-01	9847140
